STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
       4349,2004060414,   10,  18.5,  63.0,eor
       4349,2004060415,   10,  14.9,  86.0,eor
       4349,2004060416,   10,  14.8,  87.0,eor
       4349,2004060417,   10,  14.9,  86.0,eor
       4349,2004060418,   10,  13.9,  87.0,eor
       4349,2004060419,   10,  13.7,  90.0,eor
       4349,2004060420,   10,  13.5,  89.0,eor
       4349,2004060421,   10,  13.1,  90.0,eor
       4349,2004060422,   10,  12.9,  91.0,eor
       4349,2004060423,   10,  12.7,  91.0,eor
       4349,2004060500,   10,  12.2,  92.0,eor
       4349,2004060501,   10,  12.4,  91.0,eor
       4349,2004060502,   10,  12.2,  91.0,eor
       4349,2004060503,   10,  12.2,  92.0,eor
       4349,2004060504,   10,  12.1,  92.0,eor
       4349,2004060505,   10,  12.7,  90.0,eor
       4349,2004060506,   10,  12.7,  89.0,eor
       4349,2004060507,   10,  13.0,  89.0,eor
       4349,2004060508,   10,  13.6,  85.0,eor
       4349,2004060509,   10,  13.4,  87.0,eor
       4349,2004060510,   10,  13.9,  85.0,eor
       4349,2004060511,   10,  14.7,  78.0,eor
       4349,2004060512,   10,  14.2,  67.0,eor
       4349,2004060513,   10,  15.7,  69.0,eor
       4349,2004060514,   10,  16.8,  60.0,eor
       4349,2004060515,   10,  14.0,  73.0,eor
       4349,2004060516,   10,  15.3,  61.0,eor
       4349,2004060517,   10,  15.5,  63.0,eor
       4349,2004060518,   10,  15.3,  62.0,eor
       4349,2004060519,   10,  14.8,  66.0,eor
       4349,2004060520,   10,  13.6,  71.0,eor
       4349,2004060521,   10,  11.8,  78.0,eor
       4349,2004060522,   10,  10.0,  87.0,eor
       4349,2004060523,   10,   8.5,  91.0,eor
       4349,2004060600,   10,   8.1,  90.0,eor
       4349,2004060601,   10,   8.9,  91.0,eor
       4349,2004060602,   10,   9.4,  91.0,eor
       4349,2004060603,   10,   9.8,  91.0,eor
       4349,2004060604,   10,  10.1,  89.0,eor
       4349,2004060605,   10,  10.1,  92.0,eor
       4349,2004060606,   10,  11.1,  90.0,eor
       4349,2004060607,   10,  12.3,  81.0,eor
       4349,2004060608,   10,  13.7,  75.0,eor
       4349,2004060609,   10,  15.5,  69.0,eor
       4349,2004060610,   10,  15.8,  66.0,eor
       4349,2004060611,   10,  17.0,  63.0,eor
       4349,2004060612,   10,  17.6,  54.0,eor
       4349,2004060613,   10,  17.9,  57.0,eor
       4349,2004060614,   10,  19.0,  55.0,eor
       4349,2004060615,   10,  19.8,  45.0,eor
       4349,2004060616,   10,  20.3,  44.0,eor
       4349,2004060617,   10,  20.3,  46.0,eor
       4349,2004060618,   10,  20.0,  48.0,eor
       4349,2004060619,   10,  18.0,  58.0,eor
       4349,2004060620,   10,  15.3,  67.0,eor
       4349,2004060621,   10,  13.6,  77.0,eor
       4349,2004060622,   10,  10.6,  88.0,eor
       4349,2004060623,   10,  10.5,  87.0,eor
       4349,2004060700,   10,   8.9,  89.0,eor
       4349,2004060701,   10,   9.0,  92.0,eor
       4349,2004060702,   10,   8.4,  91.0,eor
       4349,2004060703,   10,   7.5,  93.0,eor
       4349,2004060704,   10,   7.2,  93.0,eor
       4349,2004060705,   10,  11.4,  94.0,eor
       4349,2004060706,   10,  12.8,  83.0,eor
       4349,2004060707,   10,  15.2,  71.0,eor
       4349,2004060708,   10,  17.8,  63.0,eor
       4349,2004060709,   10,  19.3,  54.0,eor
       4349,2004060710,   10,  21.8,  44.0,eor
       4349,2004060711,   10,  22.4,  40.0,eor
       4349,2004060712,   10,  23.5,  38.0,eor
       4349,2004060713,   10,  24.8,  40.0,eor
       4349,2004060714,   10,  24.5,  33.0,eor
       4349,2004060715,   10,  25.5,  32.0,eor
       4349,2004060716,   10,  26.0,  31.0,eor
       4349,2004060717,   10,  25.5,  36.0,eor
       4349,2004060718,   10,  25.1,  34.0,eor
       4349,2004060719,   10,  22.6,  44.0,eor
       4349,2004060720,   10,  20.6,  54.0,eor
       4349,2004060721,   10,  16.0,  67.0,eor
       4349,2004060722,   10,  14.8,  75.0,eor
       4349,2004060723,   10,  13.3,  80.0,eor
       4349,2004060800,   10,  13.1,  83.0,eor
       4349,2004060801,   10,  12.1,  86.0,eor
       4349,2004060802,   10,  11.3,  89.0,eor
       4349,2004060803,   10,  10.8,  90.0,eor
       4349,2004060804,   10,  10.8,  92.0,eor
       4349,2004060805,   10,  12.6,  88.0,eor
       4349,2004060806,   10,  15.9,  74.0,eor
       4349,2004060807,   10,  19.0,  66.0,eor
       4349,2004060808,   10,  22.0,  57.0,eor
       4349,2004060809,   10,  24.4,  45.0,eor
       4349,2004060810,   10,  26.2,  41.0,eor
       4349,2004060811,   10,  27.5,  37.0,eor
       4349,2004060812,   10,  28.9,  37.0,eor
       4349,2004060813,   10,  29.6,  33.0,eor
       4349,2004060814,   10,  29.8,  32.0,eor
       4349,2004060815,   10,  30.2,  31.0,eor
       4349,2004060816,   10,  29.9,  29.0,eor
       4349,2004060817,   10,  29.3,  26.0,eor
       4349,2004060818,   10,  29.6,  25.0,eor
       4349,2004060819,   10,  26.3,  37.0,eor
       4349,2004060820,   10,  22.7,  55.0,eor
       4349,2004060821,   10,  18.5,  71.0,eor
       4349,2004060822,   10,  17.8,  73.0,eor
       4349,2004060823,   10,  15.4,  83.0,eor
       4349,2004060900,   10,  15.6,  79.0,eor
       4349,2004060901,   10,  15.3,  83.0,eor
       4349,2004060902,   10,  14.0,  86.0,eor
       4349,2004060903,   10,  14.0,  88.0,eor
       4349,2004060904,   10,  13.6,  89.0,eor
       4349,2004060905,   10,  16.9,  79.0,eor
       4349,2004060906,   10,  18.4,  76.0,eor
       4349,2004060907,   10,  21.6,  67.0,eor
       4349,2004060908,   10,  24.9,  57.0,eor
       4349,2004060909,   10,  27.7,  46.0,eor
       4349,2004060910,   10,  29.3,  34.0,eor
       4349,2004060911,   10,  29.7,  35.0,eor
       4349,2004060912,   10,  30.3,  35.0,eor
       4349,2004060913,   10,  31.1,  39.0,eor
       4349,2004060914,   10,  31.2,  35.0,eor
       4349,2004060915,   10,  31.6,  30.0,eor
       4349,2004060916,   10,  31.4,  30.0,eor
       4349,2004060917,   10,  30.8,  33.0,eor
       4349,2004060918,   10,  29.7,  34.0,eor
       4349,2004060919,   10,  27.9,  38.0,eor
       4349,2004060920,   10,  22.1,  56.0,eor
       4349,2004060921,   10,  19.4,  66.0,eor
       4349,2004060922,   10,  21.3,  59.0,eor
       4349,2004060923,   10,  19.1,  70.0,eor
       4349,2004061000,   10,  17.3,  78.0,eor
       4349,2004061001,   10,  16.4,  83.0,eor
       4349,2004061002,   10,  16.1,  82.0,eor
       4349,2004061003,   10,  16.9,  80.0,eor
       4349,2004061004,   10,  17.2,  79.0,eor
       4349,2004061005,   10,  17.5,  81.0,eor
       4349,2004061006,   10,  20.0,  76.0,eor
       4349,2004061007,   10,  23.7,  63.0,eor
       4349,2004061008,   10,  26.3,  61.0,eor
       4349,2004061009,   10,  27.9,  48.0,eor
       4349,2004061010,   10,  28.2,  48.0,eor
       4349,2004061011,   10,  29.0,  45.0,eor
       4349,2004061012,   10,  29.6,  38.0,eor
       4349,2004061013,   10,  30.5,  38.0,eor
       4349,2004061014,   10,  30.8,  36.0,eor
       4349,2004061015,   10,  30.8,  34.0,eor
       4349,2004061016,   10,  30.4,  34.0,eor
       4349,2004061017,   10,  23.4,  58.0,eor
       4349,2004061018,   10,  22.2,  67.0,eor
       4349,2004061019,   10,  20.4,  81.0,eor
       4349,2004061020,   10,  20.4,  78.0,eor
       4349,2004061021,   10,  19.5,  87.0,eor
       4349,2004061023,   10,  18.3,  94.0,eor
       4349,2004061100,   10,  18.1,  94.0,eor
       4349,2004061101,   10,  18.2,  94.0,eor
       4349,2004061102,   10,  18.3,  94.0,eor
       4349,2004061103,   10,  17.7,  94.0,eor
       4349,2004061104,   10,  17.5,  94.0,eor
       4349,2004061105,   10,  17.7,  94.0,eor
       4349,2004061106,   10,  18.0,  93.0,eor
       4349,2004061107,   10,  18.1,  93.0,eor
       4349,2004061108,   10,  18.8,  88.0,eor
       4349,2004061109,   10,  19.6,  81.0,eor
       4349,2004061110,   10,  20.9,  70.0,eor
       4349,2004061111,   10,  22.0,  62.0,eor
       4349,2004061112,   10,  21.5,  62.0,eor
       4349,2004061113,   10,  20.9,  64.0,eor
       4349,2004061114,   10,  20.6,  66.0,eor
       4349,2004061115,   10,  21.1,  59.0,eor
       4349,2004061116,   10,  21.8,  55.0,eor
       4349,2004061117,   10,  21.3,  57.0,eor
       4349,2004061118,   10,  21.6,  56.0,eor
       4349,2004061119,   10,  19.2,  66.0,eor
       4349,2004061120,   10,  16.7,  80.0,eor
       4349,2004061121,   10,  15.5,  93.0,eor
       4349,2004061122,   10,  15.8,  94.0,eor
       4349,2004061123,   10,  15.6,  94.0,eor
       4349,2004061200,   10,  15.7,  93.0,eor
       4349,2004061201,   10,  15.2,  92.0,eor
       4349,2004061202,   10,  14.4,  92.0,eor
       4349,2004061203,   10,  13.7,  93.0,eor
       4349,2004061204,   10,  14.5,  93.0,eor
       4349,2004061205,   10,  14.8,  93.0,eor
       4349,2004061206,   10,  15.2,  87.0,eor
       4349,2004061207,   10,  15.5,  77.0,eor
       4349,2004061208,   10,  16.2,  71.0,eor
       4349,2004061209,   10,  16.0,  64.0,eor
       4349,2004061210,   10,  17.1,  65.0,eor
       4349,2004061211,   10,  19.1,  57.0,eor
       4349,2004061212,   10,  20.2,  48.0,eor
       4349,2004061213,   10,  19.8,  53.0,eor
       4349,2004061214,   10,  19.7,  46.0,eor
       4349,2004061215,   10,  17.4,  57.0,eor
       4349,2004061216,   10,  13.2,  82.0,eor
       4349,2004061217,   10,  13.7,  91.0,eor
       4349,2004061218,   10,  13.6,  85.0,eor
       4349,2004061219,   10,  13.1,  82.0,eor
       4349,2004061220,   10,  11.4,  90.0,eor
       4349,2004061221,   10,  11.3,  86.0,eor
       4349,2004061222,   10,  10.9,  90.0,eor
       4349,2004061300,   10,   8.8,  95.0,eor
       4349,2004061301,   10,  10.6,  92.0,eor
       4349,2004061303,   10,   8.2,  95.0,eor
       4349,2004061304,   10,   8.6,  95.0,eor
       4349,2004061305,   10,  10.0,  95.0,eor
       4349,2004061306,   10,  11.6,  90.0,eor
       4349,2004061307,   10,  12.1,  88.0,eor
       4349,2004061308,   10,  13.0,  83.0,eor
       4349,2004061309,   10,  13.7,  76.0,eor
       4349,2004061310,   10,  14.5,  73.0,eor
       4349,2004061311,   10,  16.9,  71.0,eor
       4349,2004061312,   10,  13.5,  82.0,eor
       4349,2004061313,   10,  16.6,  60.0,eor
       4349,2004061314,   10,  17.6,  61.0,eor
       4349,2004061315,   10,  17.5,  60.0,eor
       4349,2004061316,   10,  16.7,  64.0,eor
       4349,2004061317,   10,  15.8,  75.0,eor
       4349,2004061318,   10,  16.9,  70.0,eor
       4349,2004061319,   10,  15.9,  75.0,eor
       4349,2004061320,   10,  14.9,  73.0,eor
       4349,2004061321,   10,  14.6,  73.0,eor
       4349,2004061322,   10,  13.8,  81.0,eor
       4349,2004061323,   10,  11.8,  88.0,eor
       4349,2004061400,   10,  11.0,  91.0,eor
       4349,2004061401,   10,  11.7,  91.0,eor
       4349,2004061402,   10,  11.9,  90.0,eor
       4349,2004061403,   10,  10.7,  92.0,eor
       4349,2004061404,   10,   9.3,  93.0,eor
       4349,2004061405,   10,  12.4,  94.0,eor
       4349,2004061406,   10,  13.3,  84.0,eor
       4349,2004061407,   10,  13.6,  83.0,eor
       4349,2004061408,   10,  15.4,  76.0,eor
       4349,2004061409,   10,  17.6,  69.0,eor
       4349,2004061410,   10,  18.4,  64.0,eor
       4349,2004061411,   10,  19.4,  54.0,eor
       4349,2004061412,   10,  20.8,  49.0,eor
       4349,2004061413,   10,  21.5,  47.0,eor
       4349,2004061414,   10,  22.0,  43.0,eor
       4349,2004061415,   10,  22.4,  43.0,eor
       4349,2004061416,   10,  21.7,  44.0,eor
       4349,2004061417,   10,  22.1,  43.0,eor
       4349,2004061418,   10,  21.8,  43.0,eor
       4349,2004061419,   10,  20.3,  52.0,eor
       4349,2004061420,   10,  18.8,  57.0,eor
       4349,2004061421,   10,  16.3,  69.0,eor
       4349,2004061422,   10,  14.7,  78.0,eor
       4349,2004061423,   10,  12.0,  84.0,eor
       4349,2004061500,   10,  10.9,  90.0,eor
       4349,2004061501,   10,  11.1,  92.0,eor
       4349,2004061502,   10,  10.2,  93.0,eor
       4349,2004061503,   10,   9.1,  94.0,eor
       4349,2004061504,   10,  10.7,  91.0,eor
       4349,2004061505,   10,  11.5,  92.0,eor
       4349,2004061506,   10,  12.7,  89.0,eor
       4349,2004061507,   10,  14.8,  81.0,eor
       4349,2004061508,   10,  18.3,  71.0,eor
       4349,2004061509,   10,  21.0,  53.0,eor
       4349,2004061510,   10,  21.9,  47.0,eor
       4349,2004061511,   10,  23.0,  44.0,eor
       4349,2004061512,   10,  24.1,  48.0,eor
       4349,2004061513,   10,  24.4,  43.0,eor
       4349,2004061514,   10,  25.0,  40.0,eor
       4349,2004061515,   10,  25.2,  42.0,eor
       4349,2004061516,   10,  23.9,  49.0,eor
       4349,2004061517,   10,  23.4,  52.0,eor
       4349,2004061518,   10,  23.0,  53.0,eor
       4349,2004061519,   10,  22.4,  55.0,eor
       4349,2004061520,   10,  21.2,  60.0,eor
       4349,2004061521,   10,  20.3,  65.0,eor
       4349,2004061522,   10,  19.8,  66.0,eor
       4349,2004061523,   10,  19.7,  68.0,eor
       4349,2004061600,   10,  18.9,  69.0,eor
       4349,2004061601,   10,  17.7,  66.0,eor
       4349,2004061602,   10,  17.0,  66.0,eor
       4349,2004061603,   10,  16.1,  67.0,eor
       4349,2004061604,   10,  15.5,  69.0,eor
       4349,2004061605,   10,  14.3,  73.0,eor
       4349,2004061606,   10,  15.1,  70.0,eor
       4349,2004061607,   10,  15.8,  64.0,eor
       4349,2004061608,   10,  16.5,  58.0,eor
       4349,2004061609,   10,  16.3,  56.0,eor
       4349,2004061610,   10,  16.6,  54.0,eor
       4349,2004061611,   10,  17.3,  52.0,eor
       4349,2004061612,   10,  18.6,  47.0,eor
       4349,2004061613,   10,  18.2,  45.0,eor
       4349,2004061614,   10,  19.1,  43.0,eor
       4349,2004061615,   10,  19.2,  39.0,eor
       4349,2004061616,   10,  19.2,  38.0,eor
       4349,2004061617,   10,  19.0,  40.0,eor
       4349,2004061618,   10,  18.8,  43.0,eor
       4349,2004061619,   10,  17.3,  47.0,eor
       4349,2004061620,   10,  15.7,  53.0,eor
       4349,2004061621,   10,  12.6,  69.0,eor
       4349,2004061622,   10,  11.1,  77.0,eor
       4349,2004061623,   10,  10.5,  81.0,eor
       4349,2004061700,   10,   8.5,  88.0,eor
       4349,2004061701,   10,   9.1,  85.0,eor
       4349,2004061702,   10,   8.5,  87.0,eor
       4349,2004061703,   10,   7.8,  89.0,eor
       4349,2004061704,   10,   7.6,  91.0,eor
       4349,2004061705,   10,   9.8,  87.0,eor
       4349,2004061706,   10,  12.6,  78.0,eor
       4349,2004061707,   10,  16.2,  64.0,eor
       4349,2004061708,   10,  17.8,  54.0,eor
       4349,2004061709,   10,  19.5,  45.0,eor
       4349,2004061710,   10,  20.7,  46.0,eor
       4349,2004061711,   10,  21.7,  43.0,eor
       4349,2004061712,   10,  22.5,  43.0,eor
       4349,2004061713,   10,  23.7,  41.0,eor
       4349,2004061714,   10,  23.7,  39.0,eor
       4349,2004061715,   10,  24.2,  41.0,eor
       4349,2004061716,   10,  24.4,  39.0,eor
       4349,2004061717,   10,  24.9,  37.0,eor
       4349,2004061718,   10,  23.5,  41.0,eor
       4349,2004061719,   10,  23.1,  43.0,eor
       4349,2004061720,   10,  22.0,  43.0,eor
       4349,2004061721,   10,  21.0,  48.0,eor
       4349,2004061722,   10,  19.8,  55.0,eor
       4349,2004061723,   10,  16.0,  74.0,eor
       4349,2004061800,   10,  16.5,  77.0,eor
       4349,2004061801,   10,  14.8,  87.0,eor
       4349,2004061802,   10,  14.9,  90.0,eor
       4349,2004061803,   10,  14.9,  85.0,eor
       4349,2004061804,   10,  14.1,  84.0,eor
       4349,2004061805,   10,  14.0,  74.0,eor
       4349,2004061806,   10,  14.1,  71.0,eor
       4349,2004061807,   10,  14.6,  69.0,eor
       4349,2004061808,   10,  16.2,  61.0,eor
       4349,2004061809,   10,  17.3,  59.0,eor
       4349,2004061810,   10,  17.6,  55.0,eor
       4349,2004061811,   10,  17.9,  54.0,eor
       4349,2004061812,   10,  18.6,  51.0,eor
       4349,2004061813,   10,  19.1,  47.0,eor
       4349,2004061814,   10,  18.5,  53.0,eor
       4349,2004061815,   10,  18.5,  47.0,eor
       4349,2004061816,   10,  18.5,  48.0,eor
       4349,2004061817,   10,  18.1,  48.0,eor
       4349,2004061818,   10,  17.7,  53.0,eor
       4349,2004061819,   10,  16.4,  60.0,eor
       4349,2004061820,   10,  15.2,  66.0,eor
       4349,2004061821,   10,  14.2,  71.0,eor
       4349,2004061822,   10,  13.1,  78.0,eor
       4349,2004061823,   10,  11.2,  82.0,eor
       4349,2004061900,   10,   8.9,  84.0,eor
       4349,2004061901,   10,  10.2,  88.0,eor
       4349,2004061902,   10,  10.1,  84.0,eor
       4349,2004061903,   10,  10.4,  84.0,eor
       4349,2004061904,   10,  10.7,  86.0,eor
       4349,2004061905,   10,  12.7,  79.0,eor
       4349,2004061906,   10,  12.9,  82.0,eor
       4349,2004061907,   10,  13.1,  85.0,eor
       4349,2004061908,   10,  13.2,  86.0,eor
       4349,2004061909,   10,  14.7,  77.0,eor
       4349,2004061910,   10,  14.2,  75.0,eor
       4349,2004061911,   10,  14.0,  82.0,eor
       4349,2004061912,   10,  12.6,  90.0,eor
       4349,2004061913,   10,  12.7,  85.0,eor
       4349,2004061914,   10,  13.1,  84.0,eor
       4349,2004061915,   10,  13.7,  81.0,eor
       4349,2004061916,   10,  12.3,  77.0,eor
       4349,2004061917,   10,  12.4,  86.0,eor
       4349,2004061918,   10,  12.3,  88.0,eor
       4349,2004061919,   10,  11.6,  89.0,eor
       4349,2004061920,   10,  12.1,  88.0,eor
       4349,2004061921,   10,  11.8,  87.0,eor
       4349,2004061922,   10,  10.7,  92.0,eor
       4349,2004061923,   10,  10.5,  94.0,eor
       4349,2004062000,   10,  10.0,  93.0,eor
       4349,2004062001,   10,   9.9,  93.0,eor
       4349,2004062002,   10,  10.3,  94.0,eor
       4349,2004062003,   10,   9.6,  93.0,eor
       4349,2004062004,   10,   9.5,  94.0,eor
       4349,2004062005,   10,  10.0,  93.0,eor
       4349,2004062006,   10,  11.0,  91.0,eor
       4349,2004062007,   10,  11.7,  87.0,eor
       4349,2004062008,   10,  12.8,  81.0,eor
       4349,2004062009,   10,  13.8,  71.0,eor
       4349,2004062010,   10,  14.0,  74.0,eor
       4349,2004062011,   10,  14.8,  66.0,eor
       4349,2004062012,   10,  16.4,  53.0,eor
       4349,2004062013,   10,  18.1,  46.0,eor
       4349,2004062014,   10,  17.7,  45.0,eor
       4349,2004062015,   10,  14.1,  76.0,eor
       4349,2004062016,   10,  14.6,  72.0,eor
       4349,2004062017,   10,  16.4,  63.0,eor
       4349,2004062018,   10,  16.6,  57.0,eor
       4349,2004062019,   10,  14.0,  70.0,eor
       4349,2004062020,   10,  14.1,  72.0,eor
       4349,2004062021,   10,  12.3,  83.0,eor
       4349,2004062022,   10,  11.0,  86.0,eor
       4349,2004062023,   10,  12.0,  84.0,eor
       4349,2004062100,   10,  11.6,  88.0,eor
       4349,2004062101,   10,  11.5,  92.0,eor
       4349,2004062102,   10,  11.5,  91.0,eor
       4349,2004062103,   10,  10.6,  91.0,eor
       4349,2004062104,   10,  10.2,  92.0,eor
       4349,2004062105,   10,  10.4,  92.0,eor
       4349,2004062106,   10,  11.2,  85.0,eor
       4349,2004062107,   10,  12.0,  88.0,eor
       4349,2004062108,   10,  13.7,  84.0,eor
       4349,2004062109,   10,  16.0,  73.0,eor
       4349,2004062110,   10,  14.4,  78.0,eor
       4349,2004062111,   10,  16.7,  61.0,eor
       4349,2004062112,   10,  18.7,  49.0,eor
       4349,2004062113,   10,  18.1,  48.0,eor
       4349,2004062114,   10,  19.4,  41.0,eor
       4349,2004062115,   10,  18.2,  46.0,eor
       4349,2004062116,   10,  17.7,  50.0,eor
       4349,2004062117,   10,  19.2,  46.0,eor
       4349,2004062118,   10,  18.2,  46.0,eor
       4349,2004062119,   10,  17.0,  52.0,eor
       4349,2004062120,   10,  14.6,  67.0,eor
       4349,2004062121,   10,  13.5,  78.0,eor
       4349,2004062122,   10,  13.7,  75.0,eor
       4349,2004062123,   10,  13.3,  81.0,eor
       4349,2004062200,   10,  13.4,  82.0,eor
       4349,2004062201,   10,  13.3,  83.0,eor
       4349,2004062202,   10,  12.3,  86.0,eor
       4349,2004062203,   10,  11.6,  88.0,eor
       4349,2004062204,   10,  11.3,  88.0,eor
       4349,2004062205,   10,  13.3,  85.0,eor
       4349,2004062206,   10,  13.9,  85.0,eor
       4349,2004062207,   10,  15.3,  79.0,eor
       4349,2004062208,   10,  15.5,  76.0,eor
       4349,2004062209,   10,  15.0,  82.0,eor
       4349,2004062210,   10,  15.9,  75.0,eor
       4349,2004062211,   10,  16.7,  69.0,eor
       4349,2004062212,   10,  17.4,  75.0,eor
       4349,2004062213,   10,  18.4,  70.0,eor
       4349,2004062214,   10,  19.2,  66.0,eor
       4349,2004062215,   10,  21.3,  61.0,eor
       4349,2004062216,   10,  21.3,  64.0,eor
       4349,2004062217,   10,  19.1,  73.0,eor
       4349,2004062218,   10,  20.6,  67.0,eor
       4349,2004062219,   10,  19.2,  73.0,eor
       4349,2004062220,   10,  16.8,  83.0,eor
       4349,2004062221,   10,  14.9,  88.0,eor
       4349,2004062222,   10,  14.0,  89.0,eor
       4349,2004062223,   10,  13.8,  91.0,eor
       4349,2004062300,   10,  13.3,  91.0,eor
       4349,2004062301,   10,  12.8,  93.0,eor
       4349,2004062302,   10,  12.4,  93.0,eor
       4349,2004062303,   10,  13.3,  93.0,eor
       4349,2004062304,   10,  13.6,  91.0,eor
       4349,2004062305,   10,  15.1,  84.0,eor
       4349,2004062306,   10,  16.7,  81.0,eor
       4349,2004062307,   10,  18.6,  73.0,eor
       4349,2004062308,   10,  20.7,  67.0,eor
       4349,2004062309,   10,  22.4,  62.0,eor
       4349,2004062310,   10,  22.1,  61.0,eor
       4349,2004062311,   10,  23.7,  51.0,eor
       4349,2004062312,   10,  23.3,  48.0,eor
       4349,2004062313,   10,  24.2,  43.0,eor
       4349,2004062314,   10,  24.9,  37.0,eor
       4349,2004062315,   10,  24.7,  38.0,eor
       4349,2004062316,   10,  23.9,  37.0,eor
       4349,2004062317,   10,  23.4,  42.0,eor
       4349,2004062318,   10,  22.0,  48.0,eor
       4349,2004062319,   10,  21.8,  45.0,eor
       4349,2004062320,   10,  17.7,  64.0,eor
       4349,2004062321,   10,  18.5,  61.0,eor
       4349,2004062322,   10,  18.3,  52.0,eor
       4349,2004062323,   10,  18.8,  54.0,eor
       4349,2004062400,   10,  17.4,  59.0,eor
       4349,2004062401,   10,  15.1,  69.0,eor
       4349,2004062402,   10,  16.3,  59.0,eor
       4349,2004062403,   10,  15.9,  57.0,eor
       4349,2004062404,   10,  15.0,  60.0,eor
       4349,2004062405,   10,  16.0,  55.0,eor
       4349,2004062406,   10,  16.3,  54.0,eor
